latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
45.3853729,-75.7581717,K2A 2J7,65,Residential,Detached,1912,4,3,3,1,29.6,18.29,"1,299,000"
45.3873014,-75.7599211,K2A 2L2,66,Residential,Detached,2016,5,4,6,2,30.12,18.29,"2,400,000"
45.3473657,-75.6305593,K1T 1E9,46,Residential,Detached,1955,3,2,5,1,30.18,18.29,"669,000"
45.381766,-75.6479545,K1H 7A6,29,Residential,Detached,1970,4,3,6,2,30.48,18.29,"724,900"
45.4609086,-75.606787,K1J 6B3,10,Residential,Detached,1970,5,2,5,1,30.48,18.29,"649,900"
45.4339671,-75.647499,K1K 1C1,73,Residential,Detached,,6,3,5,0,33.22,18.29,"799,000"
45.3975197,-75.6589138,K1H 5E1,20,Residential,Detached,1978,5,2,8,2,34.61,18.29,"1,185,000"
45.354928,-75.693501,K1V 7C9,4,Residential,Detached,1995,4,4,6,2,35.77,18.29,"1,275,000"
45.3841025,-75.6627133,K1H 7M7,64,Residential,Detached,1957,3,2,4,1,36.58,18.29,"650,000"
45.3664914,-75.7767098,K2B 5H2,51,Residential,Detached,1963,4,4,6,2,38.85,18.29,"1,099,000"
45.3617699,-75.7051266,K2C 1V4,41,Residential,Detached,1950,4,3,5,2,48.98,18.29,"650,000"
45.3582331,-75.7058178,K2C 0N1,37,Residential,Detached,1980,5,4,6,2,49.07,18.29,"1,320,000"
45.4803207,-75.477757,K4A 2L9,40,Residential,Detached,1992,3,2,3,1,31.96,18.15,"435,000"
45.3988925,-75.7328904,K1Y 0W4,93,Residential,Detached,1915,7,4,6,2,31.7,17.98,"1,785,000"
45.4273101,-75.666426,K1K 1N3,69,Multifamily,,2016,,,4,1,30.48,17.75,"3,050,000"
45.258205,-75.9224493,K2S 0R8,45,Residential,Detached,2020,5,3,6,2,32.4,17.68,"985,000"
45.3879259,-75.6417723,K1H 6N4,36,Residential,Detached,1969,4,3,4,1,35.69,17.39,"699,900"
45.4077838,-75.6873413,K1S 3P7,85,Residential,Detached,,3,2,4,1,28.32,17.37,"1,495,000"
45.3579412,-75.631894,K1T 3R9,30,Residential,Detached,1995,4,3,4,2,34.83,17.23,"699,000"
45.4138966,-75.7011812,K1R 5W6,94,Multifamily,,1887,,,7,0,34.41,17.12,"1,348,800"
45.4328433,-75.5738095,K1B 3A6,31,Residential,Detached,1972,3,2,3,1,30.48,17.07,"550,000"
45.4063554,-75.638026,K1G 0P5,48,Residential,Detached,1958,2,2,5,1,30.37,16.99,"789,900"
45.5478342,-75.2803379,K4K 0A3,10,Residential,Detached,2010,4,3,6,2,40.27,16.91,"799,000"
45.3155322,-75.8298542,K2H 8A7,50,Residential,Detached,1958,5,2,4,0,44.67,16.91,"699,000"
45.3155322,-75.8298542,K2H 8A7,50,Residential,Detached,1958,5,2,4,0,44.67,16.91,"699,000"
45.3789105,-75.7773441,K2B 6N1,45,Residential,Detached,,3,4,6,2,23.86,16.77,"1,350,000"
45.4549408,-75.5963134,K1J 6K8,42,Residential,Detached,1970,4,2,3,1,30.48,16.76,"750,000"
45.3924301,-75.6343636,K1G 2Y2,27,Residential,Detached,1962,3,2,3,0,30.48,16.76,"569,000"
45.4548965,-75.5225449,K1C 2G2,52,Residential,Detached,1978,3,4,6,2,30.68,16.76,"689,900"
45.4460854,-75.6328493,K1K 0S9,63,Commercial,,1953,,,,,33.53,16.76,"775,000"
45.4495469,-75.6127186,K1J 6L8,30,Residential,Detached,1981,5,6,9,3,38.59,16.76,"1,950,000"
45.406081,-75.6455481,K1G 0X1,32,Residential,Detached,1966,3,4,3,1,33.53,16.48,"890,000"
45.442791,-75.6587126,K1L 5C7,54,Lots/Acreage,,,,,,,30.48,16.46,"489,000"
45.3962055,-75.6806088,K1S 1P3,76,Residential,Detached,1926,4,5,8,2,57.3,16.23,"2,975,000"
45.3703188,-75.710004,K2C 1S1,43,Residential,Detached,2014,5,6,6,2,30.48,16.15,"1,350,000"
45.4399529,-75.6549256,K1L 5M9,70,Residential,Detached,1930,3,1,3,1,30.48,16.15,"599,900"
45.2880672,-75.8839389,K2L 1T1,25,Residential,Detached,1970,2,2,4,0,31.39,16.15,"449,000"
45.3606585,-75.7076623,K2C 1W4,37,Residential,Detached,1948,3,1,4,1,54.74,16.02,"749,900"
45.3536601,-75.7397636,K2G 2H8,81,Residential,Detached,2014,4,3,6,2,27.41,16.01,"994,900"
45.3654123,-75.7011147,K2C 1P1,54,Residential,Detached,1987,5,4,7,2,59.29,16,"1,150,000"
45.3920757,-75.6590478,K1H 5W3,16,Residential,Detached,2012,4,5,6,2,45.72,15.84,"1,598,000"
45.2509059,-75.9156991,K2S 1P6,21,Lots/Acreage,,,,,,,45.67,15.73,"197,000"
45.4094911,-75.6832644,K1S 3M4,82,Residential,Detached,1933,5,4,3,1,26.01,15.65,"1,699,000"
45.3694075,-75.787464,K2B 8K4,52,Residential,Detached,1982,5,3,1,1,29.55,15.61,"666,600"
45.3715827,-75.7040489,K2C 1P8,48,Residential,Detached,1972,4,3,5,1,30.48,15.54,"475,000"
45.3771641,-75.7317171,K1Z 8E8,52,Residential,Detached,1950,4,2,2,0,30.48,15.54,"499,900"
45.4095942,-75.6475158,K1G 0V3,40,Residential,Detached,1958,3,4,4,1,32.23,15.54,"588,000"
45.3615148,-75.6738548,K1V 6Y7,17,Residential,Detached,1973,4,3,2,1,30.48,15.47,"729,900"
45.4407566,-75.683614,K1M 2B4,69,Residential,Semi Detached,1912,2,2,2,0,25.26,15.36,"1,095,000"
45.4870828,-75.477285,K4A 3C4,28,Residential,Detached,1990,4,4,4,2,30.75,15.35,"799,900"
45.3929698,-75.6799713,K1S 0X9,81,Residential,Row Unit,2006,2,3,3,2,22.28,15.34,"1,395,000"
45.2175192,-75.6691493,K4M 1J8,3,Residential,Detached,2020,5,3,6,2,59.32,15.32,"1,399,900"
45.2831346,-75.6733364,K1V 2K1,2,Residential,Detached,2009,5,4,5,2,31,15.3,"949,900"
45.443652,-75.6689745,K1L 5H4,76,Residential,Detached,1954,4,2,2,0,12.19,15.24,"499,900"
45.3761879,-75.7307628,K1Z 6G3,47,Residential,Semi Detached,2020,5,5,3,2,15.24,15.24,"969,000"
45.4384255,-75.6646295,K1L 7M4,76,Residential,Detached,,3,3,3,1,20.12,15.24,"399,900"
45.4251444,-75.6597487,K1K 1V3,55,Lots/Acreage,,,,,,,25.91,15.24,"565,000"
45.3578099,-75.6396015,K1T 0C7,47,Residential,Detached,2011,4,5,4,2,26.8,15.24,"1,100,000"
45.374072,-75.7766943,K2B 5C2,65,Residential,Detached,1962,4,2,3,0,27.43,15.24,"599,999"
45.3520712,-75.7485371,K2G 2G1,40,Residential,Detached,2020,4,5,4,2,27.44,15.24,"1,325,000"
45.3833228,-75.7610393,K2A 2R3,60,Residential,Detached,2020,4,4,4,2,27.89,15.24,"2,179,000"
45.3813625,-75.7671408,K2A 3B3,49,Residential,Detached,,4,3,3,1,28.8,15.24,"800,000"
45.398033,-75.7370361,K1Y 0P2,88,Residential,Detached,1940,4,3,6,1,29.26,15.24,"1,100,000"
45.3966343,-75.7366448,K1Y 0N1,85,Residential,Detached,,5,4,3,0,29.26,15.24,"1,585,000"
45.4278076,-75.6638616,K1K 1K9,68,Residential,Detached,1950,5,2,4,1,29.72,15.24,"699,900"
45.3778607,-75.7359622,K1Z 7Y4,61,Multifamily,,1940,,,5,,30.18,15.24,"495,000"
45.3776644,-75.6633462,K1V 6C7,81,Residential,Detached,,4,2,2,0,30.42,15.24,"715,500"
45.37585,-75.763416,K2A 3B9,65,Residential,Detached,2018,6,5,4,2,30.48,15.24,"2,145,000"
45.3817642,-75.7744459,K2A 0B9,38,Residential,Detached,1988,4,4,6,2,30.48,15.24,"1,999,950"
45.3353029,-75.7496425,K2G 4J9,32,Residential,Detached,1986,6,4,5,2,30.48,15.24,"700,000"
45.4735192,-75.4887262,K4A 1V6,56,Residential,Detached,1985,5,4,4,2,30.48,15.24,"589,000"
45.3646607,-75.791669,K2B 6Y3,59,Multifamily,,1978,,,4,,30.48,15.24,"899,900"
45.3419674,-75.7966097,K2H 7L5,32,Residential,Detached,1969,4,2,5,1,30.48,15.24,"585,000"
45.3407321,-75.7945363,K2H 6Z1,34,Residential,Detached,1963,4,2,3,0,30.48,15.24,"600,000"
45.3890574,-75.6235407,K1G 2W4,46,Residential,Detached,1961,3,2,3,0,30.48,15.24,"524,900"
45.3612538,-75.7562245,K2C 0T9,30,Multifamily,,1959,,,3,0,30.48,15.24,"849,880"
45.3612538,-75.7562245,K2C 0T9,30,Multifamily,,1959,,,3,0,30.48,15.24,"849,880"
45.3842289,-75.7649411,K2A 2W3,51,Residential,Detached,1950,4,2,2,0,30.48,15.24,"1,150,000"
45.3765021,-75.6730171,K1V 8E1,65,Multifamily,,1950,,,5,,30.48,15.24,"899,900"
45.3816509,-75.726867,K1Z 7Z5,57,Multifamily,,1945,,,4,0,30.48,15.24,"875,000"
45.3946725,-75.7315288,K1Y 0V1,70,Residential,Detached,1940,5,3,7,2,30.48,15.24,"1,198,000"
45.3946725,-75.7315288,K1Y 0V1,70,Residential,Detached,1940,5,3,7,2,30.48,15.24,"1,198,000"
45.4424046,-75.6732545,K1M 1E3,81,Multifamily,,1937,,,3,2,30.48,15.24,"1,150,000"
45.3622083,-75.7921107,K2B 7E4,66,Residential,Detached,,6,2,6,0,30.48,15.24,"949,000"
45.3759892,-75.7634596,K2A 3B9,65,Residential,Detached,,3,3,2,0,30.48,15.24,"749,000"
45.4032818,-75.7438393,K1Y 0J5,61,Residential,Detached,,2,2,3,0,30.48,15.24,"760,000"
45.3773928,-75.7291271,K1Z 6H9,48,Lots/Acreage,,,,,,,30.48,15.24,"529,000"
45.3773928,-75.7291271,K1Z 6H9,48,Lots/Acreage,,,,,,,30.48,15.24,"529,000"
45.3133517,-75.6002176,K1T 0N4,23,Residential,Detached,2014,4,4,4,2,30.91,15.24,"1,140,000"
45.4030129,-75.6931366,K1S 2G7,83,Residential,Detached,1915,5,4,4,1,31.39,15.24,"2,200,000"
45.3817719,-75.7556804,K2A 2K5,67,Residential,Detached,1947,4,3,5,1,31.5,15.24,"879,900"
45.4263063,-75.6573967,K1K 1S2,58,Lots/Acreage,,,,,,,31.7,15.24,"700,000"
45.3889895,-75.7584632,K2A 0E5,71,Residential,Detached,2015,4,4,4,2,32,15.24,"2,495,000"
45.2855976,-75.9252489,K2S 0W3,19,Residential,Detached,2015,4,3,4,2,32,15.24,"939,000"
45.2758577,-75.9335612,K2S 0B9,40,Residential,Detached,2007,4,3,4,2,32,15.24,"700,000"
45.2449579,-75.9200035,K2S 2G9,9,Residential,Detached,2006,6,4,6,2,32,15.24,"819,900"
45.4080948,-75.6842601,K1S 1Z1,78,Residential,Detached,1913,5,3,4,1,32,15.24,"2,600,000"
45.480574,-75.5467251,K1C 3B1,25,Lots/Acreage,,,,,,,32,15.24,"340,000"
45.4069277,-75.6391129,K1G 0R2,53,Residential,Detached,1958,3,2,3,0,32.06,15.24,"577,000"
45.4380246,-75.6516536,K1K 3L8,67,Residential,Detached,1960,3,2,12,1,32.87,15.24,"550,000"
45.2910279,-75.8638108,K2M 1R3,44,Residential,Detached,1989,6,4,6,2,33.53,15.24,"679,000"
45.3871204,-75.7493457,K1Z 5J6,67,Multifamily,,1960,,,3,0,33.53,15.24,"1,349,000"
45.3871204,-75.7493457,K1Z 5J6,67,Multifamily,,1960,,,3,0,33.53,15.24,"1,349,000"
45.4017146,-75.6994164,K1S 2B8,57,Residential,Detached,,4,4,2,1,33.53,15.24,"1,588,000"
45.4044626,-75.7225942,K1Y 1Z4,82,Multifamily,,1940,,,8,4,34.75,15.24,"1,479,000"
45.3560731,-75.7939173,K2B 6B3,49,Multifamily,,1965,,,6,,34.95,15.24,"750,000"
45.3560731,-75.7939173,K2B 6B3,49,Multifamily,,1965,,,6,,34.95,15.24,"750,000"
45.3797037,-75.767008,K2A 3E2,58,Residential,Detached,2019,6,5,4,2,35.05,15.24,"2,295,000"
45.3143467,-75.9301273,K2T 1J4,22,Residential,Detached,2002,4,4,6,2,36.58,15.24,"1,090,000"
45.3611226,-75.6979328,K2C 4G9,24,Residential,Detached,2006,7,4,6,2,37.4,15.24,"1,299,000"
45.4809849,-75.4609587,K4A 4T4,16,Residential,Detached,2004,6,4,6,2,40.02,15.24,"799,900"
45.3540115,-75.7927111,K2B 6B5,49,Lots/Acreage,,,,,,,40.44,15.24,"695,000"
45.3540115,-75.7927111,K2B 6B5,49,Lots/Acreage,,,,,,,40.44,15.24,"695,000"
45.377217,-75.7304218,K1V 8E7,52,Lots/Acreage,,,,,,,41.15,15.24,"330,000"
45.3137763,-75.0871957,K0A 1M0,32,Multifamily,,1940,,,5,1,45.72,15.24,"624,900"
45.5063905,-76.0882945,K0A 3M0,3,Residential,Detached,1960,3,1,5,1,76.1,15.22,"225,000"
45.4749655,-75.4874222,K4A 1S6,47,Residential,Detached,1987,4,3,6,2,30.5,15.2,"690,000"
45.4768963,-75.4792871,K4A 2S9,38,Residential,Detached,1989,3,3,6,2,33.5,15.2,"524,900"
45.3184313,-75.9277186,K2T 1H2,33,Residential,Detached,2001,4,3,6,2,31.97,15.17,"899,000"
45.4995363,-75.4659082,K4A 1K1,1,Residential,Detached,2020,2,2,4,2,31.44,15.07,"713,963"
45.3891201,-75.751264,K1Z 8N2,74,Residential,Detached,2020,4,4,4,2,22.39,15,"2,239,000"
45.3369457,-75.6057892,K1T 3W9,9,Lots/Acreage,,,,,,,34.44,15,"320,000"
45.3240915,-75.9176414,K2K 2N6,20,Residential,Detached,1993,4,4,6,2,41.79,15,"1,250,000"
45.408303,-75.6734158,K1S 5P7,47,Residential,Detached,2017,3,4,2,2,16.81,14.89,"1,775,000"
45.3515194,-75.6172095,K1T 1J1,24,Residential,Detached,2020,4,3,4,2,30.52,14.77,"1,099,000"
45.3746832,-75.7301741,K1Z 8L2,40,Multifamily,,1955,,,6,1,29.26,14.71,"749,900"
45.3829326,-75.6679261,K1H 7P9,72,Residential,Detached,1968,4,2,4,1,24.67,14.63,"699,900"
45.3918104,-75.7310797,K1Y 4B9,64,Lots/Acreage,,,,,,,26.82,14.63,"569,900"
45.3436534,-75.6430893,K1T 2G8,23,Residential,Detached,1983,4,3,6,2,30.48,14.5,"599,000"
45.4291596,-75.640413,K1K 1L3,82,Multifamily,,1960,,,4,,28.71,14.48,"899,000"
45.2807518,-75.7242349,K2J 4Y8,43,Residential,Detached,2002,3,3,4,2,31,14.21,"664,888"
45.2757991,-75.8804452,K2V 0C4,6,Residential,Detached,2017,4,3,6,2,45.91,14.19,"769,900"
45.445977,-75.6730708,K1M 0R2,69,Residential,Detached,1940,4,4,4,0,29.69,14.1,"1,250,000"
45.4834613,-75.4810141,K4A 3E3,28,Residential,Detached,1989,4,4,6,2,53.49,14.05,"950,000"
45.3959374,-75.6883718,K1S 0Y2,62,Lots/Acreage,,,,,,,20.12,14.02,"949,900"
45.4348568,-75.6558491,K1L 6K6,77,Lots/Acreage,,,,,,,24.99,14.02,"449,000"
45.4348568,-75.6558491,K1L 6K6,77,Lots/Acreage,,,,,,,24.99,14.02,"449,000"
45.2684792,-75.7120036,K2G 7A3,31,Residential,Detached,2004,4,4,4,1,26.5,13.94,"619,900"
45.3132434,-75.6172243,K1T 0L5,5,Residential,Detached,2015,5,5,4,2,30.28,13.85,"824,900"
45.3124647,-75.6158198,K1T 3T8,5,Residential,Detached,2012,4,4,4,2,32,13.82,"775,000"
45.4684349,-75.5223215,K1C 7C3,43,Residential,Detached,1990,3,4,6,2,25.89,13.78,"589,900"
45.2845744,-75.9244,K2S 0W4,25,Residential,Detached,2017,5,5,4,2,30,13.75,"949,000"
45.3136509,-75.5957656,K1T 0N7,26,Residential,Detached,2018,4,4,6,2,31,13.75,"950,000"
45.3222401,-75.908261,K2K 2L8,14,Residential,Semi Detached,1989,3,3,2,1,42.03,13.75,"719,900"
45.4439193,-75.6769916,K1M 0Y8,73,Residential,Detached,2003,3,3,3,1,24.14,13.72,"1,150,000"
45.4305408,-75.6561225,K1L 7B3,71,Residential,Detached,,3,2,3,0,26.73,13.72,"499,900"
45.3680359,-75.6606961,K1V 6V4,60,Residential,Detached,1950,3,2,3,0,27.43,13.72,"499,900"
45.3161386,-75.6088731,K1T 0G4,18,Residential,Detached,2010,4,3,4,2,33.13,13.72,"789,900"
45.3453133,-75.8343397,K2H 5N7,10,Residential,Detached,1960,4,2,3,1,46.02,13.72,"669,000"
45.3369457,-75.6057892,K1T 3W9,8,Lots/Acreage,,,,,,,46.94,13.72,"320,000"
45.3578252,-75.7426759,K2G 1Y9,77,Lots/Acreage,,,,,,,27.43,13.7,"399,900"
45.287315,-75.7134532,K2G 6E9,32,Residential,Detached,1999,4,4,4,2,34,13.7,"699,900"
45.4377545,-75.6307835,K1K 4T9,34,Residential,Detached,2003,2,2,4,2,31.09,13.6,"799,900"
45.462692,-75.4883906,K4A 2Z2,68,Residential,Detached,1992,3,4,5,1,32.16,13.55,"539,900"
45.2776399,-75.7217275,K2J 4T3,53,Residential,Detached,2000,4,3,4,2,26.5,13.45,"699,900"
45.276689,-75.6849283,K1V 1N9,15,Residential,Detached,2000,3,3,5,1,33,13.45,"579,900"
45.3408173,-75.7587342,K2G 6J9,55,Residential,Detached,1997,6,5,4,2,22.5,13.3,"999,000"
45.4437036,-75.6802511,K1M 2A4,71,Residential,Detached,1955,4,3,3,0,36.94,13.17,"1,299,000"
45.4438198,-75.4866164,K4A 1G3,7,Residential,Detached,2018,4,5,6,1,32.61,13.11,"879,900"
45.2551561,-75.7426302,K2J 6K4,2,Residential,Detached,2018,4,3,4,2,25,13.1,"779,900"
45.3705947,-75.6201067,K1G 5E4,35,Residential,Detached,1988,6,4,6,2,30.5,13.1,"699,900"
45.3212225,-75.9347267,K2T 0E1,10,Residential,Detached,2013,6,5,6,2,33.09,13,"1,385,000"
45.4445157,-75.5365332,K1C 6A6,19,Residential,Detached,1986,4,4,6,2,34.49,13,"649,888"
45.4479231,-75.5269697,K1C 6K9,43,Residential,Detached,1991,5,4,8,2,44.53,13,"899,900"
45.3877742,-75.660343,K1H 6J3,38,Lots/Acreage,,,,,,,36.15,12.98,"595,000"
45.435989,-75.6565637,K1L 6H1,77,Residential,Detached,1955,5,3,3,0,27.16,12.95,"479,000"
45.435989,-75.6565637,K1L 6H1,77,Residential,Detached,1955,5,3,3,0,27.16,12.95,"479,000"
45.3820258,-75.752885,K2A 2B7,69,Multifamily,,1958,,,5,,36.27,12.95,"849,000"
45.4596232,-75.4548045,K4A 0E7,13,Residential,Detached,2009,4,3,5,2,32.01,12.82,"699,900"
45.317411,-75.9435423,K2T 0M1,1,Residential,Detached,2018,4,3,4,2,31.7,12.8,"935,999"
45.317411,-75.9435423,K2T 0M1,1,Residential,Detached,2018,4,3,4,2,31.7,12.8,"935,999"
45.2675977,-75.881249,K2V 0N2,7,Residential,Detached,2019,3,3,4,2,31.97,12.8,"774,900"
45.273905,-75.7658733,K2J 2X5,30,Residential,Detached,1989,4,3,6,2,43.76,12.55,"699,888"
45.3672825,-75.7128649,K2C 0H4,45,Residential,Detached,1963,4,3,6,0,35.18,12.54,"794,900"
45.371576,-75.7791606,K2B 5G6,67,Residential,Detached,2016,3,4,2,1,30.48,12.5,"975,000"
45.2796013,-75.7175143,K2G 6K9,46,Residential,Detached,1998,4,3,4,2,22.5,12.42,"649,900"
45.3869397,-75.7269942,K1Z 6N1,69,Residential,Detached,1925,4,2,3,0,30.49,12.35,"799,000"
45.4534507,-75.5272366,K1C 6M2,43,Residential,Detached,1987,4,3,4,2,34.83,12.32,"650,000"
45.2759398,-75.7618082,K2J 2B2,30,Residential,Row Unit,1980,3,2,3,1,27.31,12.26,"415,000"
45.4255142,-75.5221684,K1W 0A4,1,Residential,Detached,2008,4,4,6,2,30,12.2,"649,900"
45.3837023,-75.7436696,K1Z 7J4,67,Residential,Detached,1987,3,3,3,1,15.24,12.19,"699,900"
45.4075003,-75.6807121,K1S 1N5,73,Residential,Detached,1955,3,3,5,1,20.12,12.19,"1,999,000"
45.3910191,-75.6822534,K1S 0W8,81,Residential,Detached,1925,3,1,2,0,26.67,12.19,"825,000"
45.3939377,-75.7258383,K1Y 1C8,70,Residential,Detached,1936,4,2,3,1,26.82,12.19,"1,025,000"
45.3958246,-75.6959127,K1S 2R3,54,Residential,Detached,1935,3,2,3,1,27.43,12.19,"849,900"
45.404452,-75.6767992,K1S 0J6,65,Residential,Detached,1930,3,1,2,1,27.43,12.19,"779,000"
45.396021,-75.6920889,K1S 2V5,65,Residential,Detached,1924,3,3,1,0,28.96,12.19,"1,050,000"
45.4424514,-75.6666239,K1L 5H2,67,Multifamily,,1956,,,6,1,30.48,12.19,"375,000"
45.4424514,-75.6666239,K1L 5H2,67,Multifamily,,1956,,,6,1,30.48,12.19,"375,000"
45.4410193,-75.6650818,K1L 5J8,70,Residential,Detached,,3,2,4,0,30.48,12.19,"425,000"
45.3980373,-75.6970285,K1S 2N6,57,Residential,Detached,1936,5,3,6,2,31.39,12.19,"1,380,000"
45.3980373,-75.6970285,K1S 2N6,57,Residential,Detached,1936,5,3,6,2,31.39,12.19,"1,380,000"
45.4719622,-75.5348172,K1C 1W4,42,Residential,Detached,1976,3,2,3,1,35.05,12.19,"474,900"
45.4662981,-75.519077,K1C 1M4,36,Residential,Detached,2019,5,4,4,2,83.29,12.19,"889,900"
45.4166121,-75.6951316,K2P 0G8,97,Residential,Detached,1900,4,3,3,0,22.78,12.18,"1,695,000"
45.4346368,-75.6894489,K1N 5E6,75,Residential,Detached,1965,8,3,4,4,30.18,12.12,"1,125,000"
45.4346368,-75.6894489,K1N 5E6,75,Residential,Detached,1965,8,3,4,4,30.18,12.12,"1,125,000"
45.3513995,-75.9224187,K2K 2V2,48,Residential,Row Unit,1994,3,2,3,1,39.88,12.02,"429,000"
45.4312378,-75.6953485,K1N 5G1,87,Multifamily,,1900,,,0,,20.3,11.66,"1,750,000"
45.3400599,-75.6928724,K1V 1K9,35,Residential,Row Unit,1997,2,2,6,2,41.32,11.65,"599,900"
45.4392884,-75.5335391,K1W 1H9,6,Residential,Detached,1998,4,4,6,2,35.54,11.61,"819,900"
45.4541402,-75.472854,K4A 4Z4,30,Residential,Detached,2004,3,4,3,1,26.5,11.6,"649,000"
45.4495306,-75.4800652,K4A 0G9,35,Residential,Detached,2011,6,4,6,2,48.16,11.59,"969,000"
45.2753829,-75.7360135,K2J 5H8,57,Residential,Detached,2004,6,4,4,2,31.39,11.57,"779,900"
45.3947884,-75.7188898,K1Y 4E2,62,Residential,Detached,1943,3,2,4,3,30.18,11.43,"899,000"
45.3465331,-75.8323458,K2A 0E8,11,Residential,Semi Detached,1962,5,3,3,0,30.19,11.43,"519,900"
45.4423546,-75.6773234,K1M 1C6,82,Residential,Semi Detached,1947,4,2,2,0,17.79,11.34,"830,000"
45.3427297,-75.7318094,K2G 3B7,62,Residential,Semi Detached,,3,2,6,1,34.32,11.3,"500,000"
45.4654371,-75.5336082,K1C 1H3,54,Residential,Detached,2020,4,3,6,2,96.48,11.29,"689,000"
45.4654371,-75.5336082,K1C 1H3,54,Residential,Detached,2020,4,3,6,2,96.48,11.29,"689,000"
45.2671787,-75.7738264,K2J 0C1,23,Residential,Detached,2008,4,4,6,2,32,11.28,"749,900"
45.3640649,-75.7479901,K2C 2C3,38,Residential,Semi Detached,1964,3,2,2,0,25.91,11.2,"385,000"
45.2918758,-75.8684678,K2M 1T1,48,Residential,Detached,1987,3,2,2,1,45.35,11.15,"549,000"
45.4355128,-75.6926748,K1N 5B5,77,Residential,Semi Detached,,3,2,4,0,30.18,11.09,"1,250,000"
45.2947629,-75.84963,K2M 2V2,24,Residential,Semi Detached,2004,3,3,4,2,35.1,11.05,"575,000"
45.3054784,-75.937389,K2S 1B9,4,Residential,Detached,2016,5,4,4,2,31.86,11.02,"824,900"
45.2564167,-75.7405564,K2J 6E8,1,Residential,Detached,2017,4,3,6,2,28,11,"664,900"
45.4003276,-75.6885374,K1S 2R9,88,Residential,Detached,1920,5,4,4,1,26.82,10.97,"1,839,000"
45.2826554,-75.9271429,K2S 0W8,14,Residential,Detached,2016,4,5,4,2,27.01,10.97,"739,000"
45.4095078,-75.6847679,K1S 1X9,85,Residential,Detached,1914,5,5,3,0,29.87,10.97,"1,350,000"
45.4396399,-75.6836818,K1M 1W1,67,Residential,Detached,,4,2,3,0,41.76,10.97,"899,000"
45.4396399,-75.6836818,K1M 1W1,67,Residential,Detached,,4,2,3,0,41.76,10.97,"899,000"
45.3526517,-75.6323641,K1T 1L8,36,Residential,Detached,1999,4,4,6,2,38.28,10.83,"889,900"
45.30954,-75.5921922,K1X 0G1,10,Residential,Detached,2020,3,3,4,2,32,10.81,"795,000"
45.4617535,-75.4518314,K4A 0C9,22,Residential,Detached,2008,3,3,6,2,32,10.8,"599,900"
45.2829939,-75.7341413,K2J 5B8,,Residential,Detached,2003,3,3,4,2,30,10.77,"599,900"
45.4689744,-75.4820485,K4A 3H4,47,Residential,Detached,1990,3,4,6,2,32.89,10.76,"499,900"
45.2825235,-75.68085,K4M 1H1,4,Residential,Detached,2001,3,3,4,2,32,10.75,"599,000"
45.2840709,-75.6749608,K1V 2J8,4,Residential,Detached,2010,4,4,2,2,33,10.75,"799,000"
45.407035,-75.6802973,K1S 1K6,73,Residential,Detached,1942,3,2,1,0,17.68,10.73,"799,900"
45.2597865,-75.7674539,K2J 2W3,61,Residential,Detached,1987,3,2,3,1,31.79,10.7,"449,900"
45.3663695,-75.6315155,K1T 4B1,22,Residential,Detached,2002,4,3,4,2,31.96,10.69,"649,000"
45.3566901,-75.7935424,K2B 6B1,49,Residential,Semi Detached,2019,4,4,3,1,20.88,10.67,"799,000"
45.3859087,-75.7483585,K1Z 7G8,60,Residential,Detached,1940,3,2,2,0,24.94,10.67,"850,000"
45.2766892,-75.7379839,K2J 5J1,61,Residential,Detached,2006,4,3,6,2,29.92,10.67,"599,900"
45.3673566,-75.739709,K2C 4E7,39,Residential,Detached,2005,4,3,4,2,30.33,10.67,"699,000"
45.3990193,-75.7418503,K1Y 0J8,79,Residential,Detached,2020,4,4,2,1,30.48,10.67,"1,638,000"
45.4772355,-75.4991633,K1E 3H3,49,Residential,Detached,1984,5,4,6,2,30.48,10.67,"599,000"
45.2906196,-75.8890825,K2L 2V7,52,Residential,Detached,1983,3,3,3,1,30.48,10.67,"489,900"
45.3573221,-75.7249858,K2E 6K8,45,Residential,Semi Detached,1963,5,2,3,0,30.48,10.67,"460,000"
45.3569358,-75.7278359,K2E 6K5,58,Residential,Semi Detached,1960,4,2,5,1,30.48,10.67,"510,000"
45.5047942,-76.0855244,K0A 3M0,5,Residential,Detached,1993,1,1,2,0,38.1,10.67,"135,000"
45.2847737,-75.894932,K2V 0N4,9,Residential,Detached,2019,4,4,4,2,43.92,10.67,"899,900"
45.393089,-75.6390713,K1G 2Z5,21,Residential,Detached,1960,3,2,6,1,34.23,10.64,"699,900"
45.2803984,-75.7369001,K2J 5C4,38,Residential,Detached,2003,5,4,4,2,30.04,10.52,"729,900"
45.251649,-75.7336501,K2J 0C4,,Residential,Row Unit,2006,4,3,3,1,31.7,10.52,"499,900"
45.3990846,-75.7406441,K1Y 2R2,83,Lots/Acreage,,,,,,,30.18,10.5,"770,000"
45.3880219,-75.7521242,K2A 1V3,74,Residential,Detached,1935,5,3,2,0,30.48,10.47,"1,199,800"
45.2527635,-75.7387832,K2J 0S5,1,Residential,Detached,2009,4,3,6,1,25.12,10.36,"599,900"
45.2441087,-75.7330458,K2J 5Z4,3,Residential,Detached,2014,3,3,3,1,27,10.36,"599,092"
